sample,layer,channel,original_acc,pot_acc,original_output,pot_output,absolute_error
155,0,12,228,228,12,12,0
155,0,13,-913,-913,-17,-17,0
155,0,14,-1424,-1424,-17,-17,0
155,0,15,-1170,-1170,-17,-17,0
155,1,0,6,6,7,7,0
155,1,1,-396,-396,-18,-18,0
155,1,2,-187,-187,-5,-5,0
155,1,3,22,22,8,8,0
156,0,0,5,5,-16,-16,0
156,0,1,-1493,-1493,-17,-17,0
156,0,2,789,789,82,82,0
156,0,3,1136,1136,125,125,0
156,0,4,2548,2548,127,127,0
156,0,5,-180,-180,-17,-17,0
156,0,6,-2668,-2668,-17,-17,0
156,0,7,-971,-971,-17,-17,0
156,0,8,-1659,-1659,-17,-17,0
156,0,9,-7,-7,-17,-17,0
156,0,10,580,580,56,56,0
156,0,11,3012,3012,127,127,0
156,0,12,1229,1229,127,127,0
156,0,13,-884,-884,-17,-17,0
156,0,14,-1497,-1497,-17,-17,0
156,0,15,290,290,19,19,0
156,1,0,1013,1013,70,70,0
156,1,1,-457,-457,-22,-22,0
156,1,2,-94,-94,1,1,0
156,1,3,295,295,26,26,0
157,0,0,-411,-411,-17,-17,0
157,0,1,1264,1264,127,127,0
157,0,2,329,329,24,24,0
157,0,3,-81,-81,-17,-17,0
157,0,4,-761,-761,-17,-17,0
157,0,5,-301,-301,-17,-17,0
157,0,6,-711,-711,-17,-17,0
157,0,7,1519,1519,127,127,0
157,0,8,989,989,107,107,0
157,0,9,-126,-126,-17,-17,0
157,0,10,1144,1144,126,126,0
157,0,11,-1156,-1156,-17,-17,0
157,0,12,-636,-636,-17,-17,0
157,0,13,-1886,-1886,-17,-17,0
157,0,14,764,764,79,79,0
157,0,15,-126,-126,-17,-17,0
157,1,0,1042,1042,72,72,0
157,1,1,-259,-259,-9,-9,0
157,1,2,52,52,10,10,0
157,1,3,-1249,-1249,-71,-71,0
158,0,0,-673,-673,-17,-17,0
158,0,1,-978,-978,-17,-17,0
158,0,2,7,7,-16,-16,0
158,0,3,-568,-568,-17,-17,0
158,0,4,912,912,97,97,0
158,0,5,-1133,-1133,-17,-17,0
158,0,6,392,392,32,32,0
158,0,7,147,147,2,2,0
158,0,8,-893,-893,-17,-17,0
158,0,9,62,62,-9,-9,0
158,0,10,612,612,60,60,0
158,0,11,-398,-398,-17,-17,0
158,0,12,122,122,-2,-2,0
158,0,13,312,312,22,22,0
158,0,14,2017,2017,127,127,0
158,0,15,-388,-388,-17,-17,0
158,1,0,479,479,37,37,0
158,1,1,137,137,16,16,0
158,1,2,-712,-712,-38,-38,0
158,1,3,-924,-924,-51,-51,0
159,0,0,219,219,11,11,0
159,0,1,-623,-623,-17,-17,0
159,0,2,-2140,-2140,-17,-17,0
159,0,3,258,258,15,15,0
159,0,4,-44,-44,-17,-17,0
159,0,5,464,464,41,41,0
159,0,6,477,477,43,43,0
159,0,7,1150,1150,127,127,0
159,0,8,-1207,-1207,-17,-17,0
159,0,9,-984,-984,-17,-17,0
159,0,10,-1271,-1271,-17,-17,0
159,0,11,1412,1412,127,127,0
159,0,12,660,660,66,66,0
159,0,13,1678,1678,127,127,0
159,0,14,-109,-109,-17,-17,0
159,0,15,504,504,46,46,0
159,1,0,-613,-613,-31,-31,0
159,1,1,948,948,66,66,0
159,1,2,-65,-65,3,3,0
159,1,3,1158,1158,79,79,0
160,0,0,2052,2052,127,127,0
160,0,1,2719,2719,127,127,0
160,0,2,41,41,-12,-12,0
160,0,3,-2412,-2412,-17,-17,0
160,0,4,-4100,-4100,-17,-17,0
160,0,5,-1423,-1423,-17,-17,0
160,0,6,1269,1269,127,127,0
160,0,7,3331,3331,127,127,0
160,0,8,2288,2288,127,127,0
160,0,9,1095,1095,120,120,0
160,0,10,-338,-338,-17,-17,0
160,0,11,-3676,-3676,-17,-17,0
160,0,12,-2304,-2304,-17,-17,0
160,0,13,-662,-662,-17,-17,0
160,0,14,2060,2060,127,127,0
160,0,15,2337,2337,127,127,0
160,1,0,-83,-83,2,2,0
160,1,1,-428,-428,-20,-20,0
160,1,2,-773,-773,-41,-41,0
160,1,3,-1118,-1118,-63,-63,0
161,0,0,1673,1673,127,127,0
161,0,1,-1181,-1181,-17,-17,0
161,0,2,-465,-465,-17,-17,0
161,0,3,416,416,35,35,0
161,0,4,-653,-653,-17,-17,0
161,0,5,633,633,62,62,0
161,0,6,479,479,43,43,0
161,0,7,775,775,80,80,0
161,0,8,201,201,8,8,0
161,0,9,-1258,-1258,-17,-17,0
161,0,10,-557,-557,-17,-17,0
161,0,11,534,534,50,50,0
161,0,12,-1150,-1150,-17,-17,0
161,0,13,601,601,58,58,0
161,0,14,-108,-108,-17,-17,0
161,0,15,1958,1958,127,127,0
161,1,0,-1012,-1012,-56,-56,0
161,1,1,1459,1459,98,98,0
161,1,2,1057,1057,73,73,0
161,1,3,1305,1305,89,89,0
162,0,0,-408,-408,-17,-17,0
162,0,1,-1179,-1179,-17,-17,0
162,0,2,1530,1530,127,127,0
162,0,3,594,594,57,57,0
162,0,4,-207,-207,-17,-17,0
162,0,5,-333,-333,-17,-17,0
162,0,6,-669,-669,-17,-17,0
162,0,7,-645,-645,-17,-17,0
162,0,8,519,519,48,48,0
162,0,9,108,108,-3,-3,0
162,0,10,1767,1767,127,127,0
162,0,11,-219,-219,-17,-17,0
162,0,12,180,180,6,6,0
162,0,13,-546,-546,-17,-17,0
162,0,14,-552,-552,-17,-17,0
162,0,15,-123,-123,-17,-17,0
162,1,0,1084,1084,75,75,0
162,1,1,239,239,22,22,0
162,1,2,1201,1201,82,82,0
162,1,3,356,356,29,29,0
163,0,0,864,864,91,91,0
163,0,1,2502,2502,127,127,0
163,0,2,990,990,107,107,0
163,0,3,-2277,-2277,-17,-17,0
163,0,4,-264,-264,-17,-17,0
163,0,5,-891,-891,-17,-17,0
163,0,6,-1188,-1188,-17,-17,0
163,0,7,330,330,24,24,0
163,0,8,1383,1383,127,127,0
163,0,9,2361,2361,127,127,0
163,0,10,-636,-636,-17,-17,0
163,0,11,-1038,-1038,-17,-17,0
163,0,12,645,645,64,64,0
163,0,13,-2142,-2142,-17,-17,0
163,0,14,-699,-699,-17,-17,0
163,0,15,1149,1149,127,127,0
163,1,0,674,674,49,49,0
163,1,1,301,301,26,26,0
163,1,2,396,396,32,32,0
163,1,3,-1381,-1381,-79,-79,0
164,0,0,-477,-477,-17,-17,0
164,0,1,-663,-663,-17,-17,0
164,0,2,-3174,-3174,-17,-17,0
164,0,3,15,15,-15,-15,0
164,0,4,2529,2529,127,127,0
164,0,5,903,903,96,96,0
164,0,6,1422,1422,127,127,0
164,0,7,1011,1011,110,110,0
164,0,8,-1815,-1815,-17,-17,0
164,0,9,-2166,-2166,-17,-17,0
164,0,10,-1917,-1917,-17,-17,0
164,0,11,582,582,56,56,0
164,0,12,2721,2721,127,127,0
164,0,13,-195,-195,-17,-17,0
164,0,14,1164,1164,127,127,0
164,0,15,-192,-192,-17,-17,0
164,1,0,153,153,17,17,0
164,1,1,-77,-77,2,2,0
164,1,2,-1750,-1750,-102,-102,0
164,1,3,-628,-628,-32,-32,0
165,0,0,930,930,99,99,0
165,0,1,-1957,-1957,-17,-17,0
165,0,2,-1319,-1319,-17,-17,0
165,0,3,-141,-141,-17,-17,0
165,0,4,2,2,-17,-17,0
165,0,5,1225,1225,127,127,0
165,0,6,423,423,36,36,0
165,0,7,296,296,20,20,0
165,0,8,-911,-911,-17,-17,0
165,0,9,-2733,-2733,-17,-17,0
165,0,10,-1225,-1225,-17,-17,0
165,0,11,673,673,67,67,0
165,0,12,1086,1086,119,119,0
165,0,13,2594,2594,127,127,0
165,0,14,997,997,108,108,0
165,0,15,1215,1215,127,127,0
165,1,0,-1210,-1210,-69,-69,0
165,1,1,2159,2159,127,127,0
165,1,2,276,276,24,24,0
165,1,3,174,174,18,18,0
166,0,0,2838,2838,127,127,0
166,0,1,2004,2004,127,127,0
166,0,2,-1260,-1260,-17,-17,0
166,0,3,-759,-759,-17,-17,0
166,0,4,-2988,-2988,-17,-17,0
166,0,5,-1962,-1962,-17,-17,0
166,0,6,819,819,86,86,0
166,0,7,1470,1470,127,127,0
166,0,8,1236,1236,127,127,0
166,0,9,627,627,62,62,0
166,0,10,408,408,34,34,0
166,0,11,-2316,-2316,-17,-17,0
166,0,12,-2040,-2040,-17,-17,0
166,0,13,-1074,-1074,-17,-17,0
166,0,14,2937,2937,127,127,0
166,0,15,3123,3123,127,127,0
166,1,0,181,181,18,18,0
166,1,1,-58,-58,3,3,0
166,1,2,-297,-297,-12,-12,0
166,1,3,-1069,-1069,-60,-60,0
167,0,0,-1315,-1315,-17,-17,0
167,0,1,-278,-278,-17,-17,0
167,0,2,1389,1389,127,127,0
167,0,3,2036,2036,127,127,0
167,0,4,823,823,86,86,0
167,0,5,-1560,-1560,-17,-17,0
167,0,6,77,77,-7,-7,0
167,0,7,-2741,-2741,-17,-17,0
167,0,8,21,21,-14,-14,0
167,0,9,1058,1058,115,115,0
167,0,10,2890,2890,127,127,0
167,0,11,1977,1977,127,127,0
167,0,12,-376,-376,-17,-17,0
167,0,13,-2759,-2759,-17,-17,0
167,0,14,-1302,-1302,-17,-17,0
167,0,15,-1030,-1030,-17,-17,0
167,1,0,1079,1079,75,75,0
167,1,1,-486,-486,-23,-23,0
167,1,2,-140,-140,-2,-2,0
167,1,3,297,297,26,26,0
168,0,0,361,361,28,28,0
168,0,1,-487,-487,-17,-17,0
168,0,2,1305,1305,127,127,0
168,0,3,97,97,-5,-5,0
168,0,4,1274,1274,127,127,0
168,0,5,741,741,76,76,0
168,0,6,-3212,-3212,-17,-17,0
168,0,7,-175,-175,-17,-17,0
168,0,8,1347,1347,127,127,0
168,0,9,274,274,17,17,0
168,0,10,476,476,43,43,0
168,0,11,483,483,44,44,0
168,0,12,55,55,-10,-10,0
168,0,13,-553,-553,-17,-17,0
168,0,14,-2046,-2046,-17,-17,0
168,0,15,646,646,64,64,0
168,1,0,210,210,20,20,0
168,1,1,437,437,34,34,0
168,1,2,898,898,63,63,0
168,1,3,124,124,15,15,0
169,0,0,-2071,-2071,-17,-17,0
169,0,1,-1488,-1488,-17,-17,0
169,0,2,-230,-230,-17,-17,0
169,0,3,728,728,74,74,0
169,0,4,1341,1341,127,127,0
169,0,5,19,19,-14,-14,0
169,0,6,-1648,-1648,-17,-17,0
169,0,7,-315,-315,-17,-17,0
169,0,8,-977,-977,-17,-17,0
169,0,9,356,356,28,28,0
169,0,10,1629,1629,127,127,0
169,0,11,2377,2377,127,127,0
169,0,12,800,800,83,83,0
169,0,13,798,798,83,83,0
169,0,14,-1379,-1379,-17,-17,0
169,0,15,-1786,-1786,-17,-17,0
169,1,0,317,317,27,27,0
169,1,1,197,197,19,19,0
169,1,2,-79,-79,2,2,0
169,1,3,334,334,28,28,0
170,0,0,11,11,-15,-15,0
170,0,1,1256,1256,127,127,0
170,0,2,1436,1436,127,127,0
170,0,3,1946,1946,127,127,0
170,0,4,-214,-214,-17,-17,0
170,0,5,-1639,-1639,-17,-17,0
170,0,6,-4324,-4324,-17,-17,0
170,0,7,-2149,-2149,-17,-17,0
170,0,8,2516,2516,127,127,0
170,0,9,2876,2876,127,127,0
170,0,10,1946,1946,127,127,0
170,0,11,926,926,99,99,0
170,0,12,-1054,-1054,-17,-17,0
170,0,13,-1174,-1174,-17,-17,0
170,0,14,-2419,-2419,-17,-17,0
170,0,15,296,296,20,20,0
170,1,0,562,562,42,42,0
170,1,1,-1367,-1367,-78,-78,0
170,1,2,422,422,33,33,0
170,1,3,-25,-25,5,5,0
171,0,0,-8,-8,-17,-17,0
171,0,1,-339,-339,-17,-17,0
171,0,2,-10,-10,-17,-17,0
171,0,3,-1496,-1496,-17,-17,0
171,0,4,-1542,-1542,-17,-17,0
171,0,5,-763,-763,-17,-17,0
171,0,6,901,901,96,96,0
171,0,7,1470,1470,127,127,0
171,0,8,524,524,49,49,0
171,0,9,1408,1408,127,127,0
171,0,10,-783,-783,-17,-17,0
171,0,11,296,296,20,20,0
171,0,12,-2420,-2420,-17,-17,0
171,0,13,714,714,72,72,0
171,0,14,1988,1988,127,127,0
171,0,15,277,277,18,18,0
171,1,0,-102,-102,1,1,0
171,1,1,-406,-406,-18,-18,0
171,1,2,-1009,-1009,-56,-56,0
171,1,3,-520,-520,-26,-26,0
172,0,0,2061,2061,127,127,0
172,0,1,1087,1087,119,119,0
172,0,2,398,398,33,33,0
172,0,3,-1881,-1881,-17,-17,0
172,0,4,-2960,-2960,-17,-17,0
172,0,5,-2224,-2224,-17,-17,0
172,0,6,1992,1992,127,127,0
172,0,7,1633,1633,127,127,0
172,0,8,2909,2909,127,127,0
172,0,9,525,525,49,49,0
172,0,10,-644,-644,-17,-17,0
172,0,11,-2098,-2098,-17,-17,0
172,0,12,-1602,-1602,-17,-17,0
172,0,13,-431,-431,-17,-17,0
172,0,14,1175,1175,127,127,0
172,0,15,2346,2346,127,127,0
172,1,0,71,71,12,12,0
172,1,1,-206,-206,-6,-6,0
172,1,2,-483,-483,-23,-23,0
172,1,3,-760,-760,-41,-41,0
173,0,0,1379,1379,127,127,0
173,0,1,746,746,76,76,0
173,0,2,68,68,-8,-8,0
173,0,3,-580,-580,-17,-17,0
173,0,4,-1663,-1663,-17,-17,0
173,0,5,-856,-856,-17,-17,0
173,0,6,-424,-424,-17,-17,0
173,0,7,908,908,97,97,0
173,0,8,2840,2840,127,127,0
173,0,9,1487,1487,127,127,0
173,0,10,-1621,-1621,-17,-17,0
173,0,11,296,296,20,20,0
173,0,12,-2002,-2002,-17,-17,0
173,0,13,-595,-595,-17,-17,0
173,0,14,-43,-43,-17,-17,0
173,0,15,1664,1664,127,127,0
173,1,0,-106,-106,0,0,0
173,1,1,191,191,19,19,0
173,1,2,488,488,38,38,0
173,1,3,-606,-606,-31,-31,0
174,0,0,-1625,-1625,-17,-17,0
174,0,1,-857,-857,-17,-17,0
174,0,2,-1694,-1694,-17,-17,0
174,0,3,334,334,25,25,0
174,0,4,1162,1162,127,127,0
174,0,5,2095,2095,127,127,0
174,0,6,-2,-2,-17,-17,0
174,0,7,-659,-659,-17,-17,0
174,0,8,-56,-56,-17,-17,0
174,0,9,-1763,-1763,-17,-17,0
174,0,10,-770,-770,-17,-17,0
174,0,11,1573,1573,127,127,0
174,0,12,1336,1336,127,127,0
174,0,13,1864,1864,127,127,0
174,0,14,-998,-998,-17,-17,0
174,0,15,-1340,-1340,-17,-17,0
174,1,0,-1379,-1379,-79,-79,0
174,1,1,924,924,65,65,0
174,1,2,29,29,9,9,0
174,1,3,460,460,36,36,0
175,0,0,904,904,96,96,0
175,0,1,1450,1450,127,127,0
175,0,2,991,991,107,107,0
175,0,3,-1493,-1493,-17,-17,0
175,0,4,643,643,64,64,0
175,0,5,-881,-881,-17,-17,0
175,0,6,-455,-455,-17,-17,0
175,0,7,421,421,36,36,0
175,0,8,172,172,5,5,0
175,0,9,58,58,-10,-10,0
175,0,10,-821,-821,-17,-17,0
175,0,11,-260,-260,-17,-17,0
175,0,12,256,256,15,15,0
175,0,13,-1148,-1148,-17,-17,0
175,0,14,103,103,-4,-4,0
175,0,15,1189,1189,127,127,0
175,1,0,1063,1063,74,74,0
175,1,1,1149,1149,79,79,0
175,1,2,52,52,10,10,0
175,1,3,-1331,-1331,-76,-76,0
176,0,0,-396,-396,-17,-17,0
176,0,1,-2597,-2597,-17,-17,0
176,0,2,-43,-43,-17,-17,0
176,0,3,321,321,23,23,0
176,0,4,2245,2245,127,127,0
176,0,5,449,449,39,39,0
176,0,6,663,663,66,66,0
176,0,7,-1448,-1448,-17,-17,0
176,0,8,-1639,-1639,-17,-17,0
176,0,9,-1350,-1350,-17,-17,0
176,0,10,-401,-401,-17,-17,0
176,0,11,923,923,99,99,0
176,0,12,2487,2487,127,127,0
176,0,13,1291,1291,127,127,0
176,0,14,-565,-565,-17,-17,0
176,0,15,-111,-111,-17,-17,0
176,1,0,-872,-872,-48,-48,0
176,1,1,357,357,29,29,0
176,1,2,-494,-494,-24,-24,0
176,1,3,722,722,52,52,0
177,0,0,26,26,-14,-14,0
177,0,1,1192,1192,127,127,0
177,0,2,2058,2058,127,127,0
177,0,3,-46,-46,-17,-17,0
177,0,4,250,250,14,14,0
177,0,5,-639,-639,-17,-17,0
177,0,6,-2818,-2818,-17,-17,0
177,0,7,-1292,-1292,-17,-17,0
177,0,8,759,759,78,78,0
177,0,9,1805,1805,127,127,0
177,0,10,1711,1711,127,127,0
177,0,11,-888,-888,-17,-17,0
177,0,12,-82,-82,-17,-17,0
177,0,13,-776,-776,-17,-17,0
177,0,14,-1320,-1320,-17,-17,0
177,0,15,311,311,22,22,0
177,1,0,1489,1489,100,100,0
177,1,1,123,123,15,15,0
177,1,2,-47,-47,4,4,0
177,1,3,-1452,-1452,-84,-84,0
178,0,0,332,332,25,25,0
178,0,1,606,606,59,59,0
178,0,2,-1655,-1655,-17,-17,0
178,0,3,-526,-526,-17,-17,0
178,0,4,-357,-357,-17,-17,0
178,0,5,937,937,100,100,0
178,0,6,-559,-559,-17,-17,0
178,0,7,-1320,-1320,-17,-17,0
178,0,8,1594,1594,127,127,0
178,0,9,-592,-592,-17,-17,0
178,0,10,-708,-708,-17,-17,0
178,0,11,1006,1006,109,109,0
178,0,12,1295,1295,127,127,0
178,0,13,789,789,82,82,0
178,0,14,-902,-902,-17,-17,0
178,0,15,617,617,60,60,0
178,1,0,-1519,-1519,-88,-88,0
178,1,1,268,268,24,24,0
178,1,2,573,573,43,43,0
178,1,3,644,644,47,47,0
179,0,0,332,332,25,25,0
179,0,1,1812,1812,127,127,0
179,0,2,2242,2242,127,127,0
179,0,3,-73,-73,-17,-17,0
179,0,4,-1173,-1173,-17,-17,0
179,0,5,-3338,-3338,-17,-17,0
179,0,6,-1378,-1378,-17,-17,0
179,0,7,342,342,26,26,0
179,0,8,1777,1777,127,127,0
179,0,9,2777,2777,127,127,0
179,0,10,1947,1947,127,127,0
179,0,11,-563,-563,-17,-17,0
179,0,12,-2788,-2788,-17,-17,0
179,0,13,-1503,-1503,-17,-17,0
179,0,14,-473,-473,-17,-17,0
179,0,15,617,617,60,60,0
179,1,0,1398,1398,94,94,0
179,1,1,263,263,24,24,0
179,1,2,454,454,35,35,0
179,1,3,-1227,-1227,-70,-70,0
180,0,0,1108,1108,122,122,0
180,0,1,-532,-532,-17,-17,0
180,0,2,408,408,34,34,0
180,0,3,-647,-647,-17,-17,0
180,0,4,-757,-757,-17,-17,0
180,0,5,-957,-957,-17,-17,0
180,0,6,598,598,58,58,0
180,0,7,1043,1043,114,114,0
180,0,8,513,513,47,47,0
180,0,9,-1052,-1052,-17,-17,0
180,0,10,-382,-382,-17,-17,0
180,0,11,288,288,19,19,0
180,0,12,-707,-707,-17,-17,0
180,0,13,-67,-67,-17,-17,0
180,0,14,1083,1083,119,119,0
180,0,15,1393,1393,127,127,0
180,1,0,300,300,26,26,0
180,1,1,638,638,47,47,0
180,1,2,1,1,7,7,0
180,1,3,-25,-25,5,5,0
181,0,0,39,39,-12,-12,0
181,0,1,-1979,-1979,-17,-17,0
181,0,2,-2077,-2077,-17,-17,0
181,0,3,-1200,-1200,-17,-17,0
181,0,4,637,637,63,63,0
181,0,5,839,839,88,88,0
181,0,6,2286,2286,127,127,0
181,0,7,1078,1078,118,118,0
181,0,8,-160,-160,-17,-17,0
181,0,9,-1488,-1488,-17,-17,0
181,0,10,-1601,-1601,-17,-17,0
181,0,11,-514,-514,-17,-17,0
181,0,12,1158,1158,127,127,0
181,0,13,1120,1120,123,123,0
181,0,14,1802,1802,127,127,0
181,0,15,324,324,24,24,0
181,1,0,-263,-263,-9,-9,0
181,1,1,1194,1194,82,82,0
181,1,2,-599,-599,-30,-30,0
181,1,3,-520,-520,-26,-26,0
182,0,0,-1323,-1323,-17,-17,0
182,0,1,751,751,77,77,0
182,0,2,1565,1565,127,127,0
182,0,3,-141,-141,-17,-17,0
182,0,4,-857,-857,-17,-17,0
182,0,5,-358,-358,-17,-17,0
182,0,6,36,36,-12,-12,0
182,0,7,-2615,-2615,-17,-17,0
182,0,8,-436,-436,-17,-17,0
182,0,9,2238,2238,127,127,0
182,0,10,2077,2077,127,127,0
182,0,11,131,131,0,0,0
182,0,12,-885,-885,-17,-17,0
182,0,13,1159,1159,127,127,0
182,0,14,-1402,-1402,-17,-17,0
182,0,15,-1038,-1038,-17,-17,0
182,1,0,868,868,61,61,0
182,1,1,1439,1439,97,97,0
182,1,2,138,138,16,16,0
182,1,3,-877,-877,-48,-48,0
183,0,0,805,805,84,84,0
183,0,1,-1066,-1066,-17,-17,0
183,0,2,-642,-642,-17,-17,0
183,0,3,-278,-278,-17,-17,0
183,0,4,-814,-814,-17,-17,0
183,0,5,-825,-825,-17,-17,0
183,0,6,1459,1459,127,127,0
183,0,7,1148,1148,127,127,0
183,0,8,-258,-258,-17,-17,0
183,0,9,-2129,-2129,-17,-17,0
183,0,10,710,710,72,72,0
183,0,11,219,219,11,11,0
183,0,12,178,178,5,5,0
183,0,13,1007,1007,109,109,0
183,0,14,426,426,36,36,0
183,0,15,1090,1090,119,119,0
183,1,0,420,420,33,33,0
183,1,1,1768,1768,118,118,0
183,1,2,165,165,17,17,0
183,1,3,798,798,57,57,0
184,0,0,-2346,-2346,-17,-17,0
184,0,1,-1292,-1292,-17,-17,0
184,0,2,1397,1397,127,127,0
184,0,3,3621,3621,127,127,0
184,0,4,1780,1780,127,127,0
184,0,5,-1141,-1141,-17,-17,0
184,0,6,-2637,-2637,-17,-17,0
184,0,7,-2498,-2498,-17,-17,0
184,0,8,-1474,-1474,-17,-17,0
184,0,9,660,660,66,66,0
184,0,10,3169,3169,127,127,0
184,0,11,2273,2273,127,127,0
184,0,12,282,282,18,18,0
184,0,13,16,16,-15,-15,0
184,0,14,-1870,-1870,-17,-17,0
184,0,15,-2061,-2061,-17,-17,0
184,1,0,1229,1229,84,84,0
184,1,1,-342,-342,-14,-14,0
184,1,2,-67,-67,3,3,0
184,1,3,208,208,20,20,0
185,0,0,-1092,-1092,-17,-17,0
185,0,1,200,200,8,8,0
185,0,2,967,967,104,104,0
185,0,3,1599,1599,127,127,0
185,0,4,341,341,26,26,0
185,0,5,163,163,4,4,0
185,0,6,-2100,-2100,-17,-17,0
185,0,7,-463,-463,-17,-17,0
185,0,8,-911,-911,-17,-17,0
185,0,9,-69,-69,-17,-17,0
185,0,10,2528,2528,127,127,0
185,0,11,2005,2005,127,127,0
185,0,12,-708,-708,-17,-17,0
185,0,13,-781,-781,-17,-17,0
185,0,14,-1739,-1739,-17,-17,0
185,0,15,-807,-807,-17,-17,0
185,1,0,608,608,45,45,0
185,1,1,-320,-320,-13,-13,0
185,1,2,351,351,29,29,0
185,1,3,1022,1022,71,71,0
186,0,0,-638,-638,-17,-17,0
186,0,1,791,791,82,82,0
186,0,2,1305,1305,127,127,0
186,0,3,1594,1594,127,127,0
186,0,4,23,23,-14,-14,0
186,0,5,-1998,-1998,-17,-17,0
186,0,6,-524,-524,-17,-17,0
186,0,7,-1615,-1615,-17,-17,0
186,0,8,639,639,63,63,0
186,0,9,1693,1693,127,127,0
186,0,10,872,872,92,92,0
186,0,11,-144,-144,-17,-17,0
186,0,12,-710,-710,-17,-17,0
186,0,13,-1666,-1666,-17,-17,0
186,0,14,318,318,23,23,0
186,0,15,-353,-353,-17,-17,0
186,1,0,671,671,49,49,0
186,1,1,-772,-772,-41,-41,0
186,1,2,697,697,51,51,0
186,1,3,-746,-746,-40,-40,0
187,0,0,275,275,18,18,0
187,0,1,-972,-972,-17,-17,0
187,0,2,-749,-749,-17,-17,0
187,0,3,-856,-856,-17,-17,0
187,0,4,-1323,-1323,-17,-17,0
187,0,5,1105,1105,121,121,0
187,0,6,-232,-232,-17,-17,0
187,0,7,1536,1536,127,127,0
187,0,8,-581,-581,-17,-17,0
187,0,9,-463,-463,-17,-17,0
187,0,10,-1125,-1125,-17,-17,0
187,0,11,283,283,19,19,0
187,0,12,-424,-424,-17,-17,0
187,0,13,1509,1509,127,127,0
187,0,14,1957,1957,127,127,0
187,0,15,560,560,53,53,0
187,1,0,-970,-970,-54,-54,0
187,1,1,1812,1812,120,120,0
187,1,2,473,473,37,37,0
187,1,3,-398,-398,-18,-18,0
188,0,0,1574,1574,127,127,0
188,0,1,-890,-890,-17,-17,0
188,0,2,-1464,-1464,-17,-17,0
188,0,3,-1228,-1228,-17,-17,0
188,0,4,-437,-437,-17,-17,0
188,0,5,-576,-576,-17,-17,0
188,0,6,-235,-235,-17,-17,0
188,0,7,421,421,36,36,0
188,0,8,1167,1167,127,127,0
188,0,9,-1927,-1927,-17,-17,0
188,0,10,-716,-716,-17,-17,0
188,0,11,480,480,43,43,0
188,0,12,1526,1526,127,127,0
188,0,13,1177,1177,127,127,0
188,0,14,1068,1068,117,117,0
188,0,15,1859,1859,127,127,0
188,1,0,-873,-873,-48,-48,0
188,1,1,1020,1020,71,71,0
188,1,2,1041,1041,72,72,0
188,1,3,-30,-30,5,5,0
189,0,0,-782,-782,-17,-17,0
189,0,1,282,282,18,18,0
189,0,2,206,206,9,9,0
189,0,3,475,475,43,43,0
189,0,4,219,219,11,11,0
189,0,5,1598,1598,127,127,0
189,0,6,-1928,-1928,-17,-17,0
189,0,7,-1749,-1749,-17,-17,0
189,0,8,500,500,46,46,0
189,0,9,1699,1699,127,127,0
189,0,10,-1317,-1317,-17,-17,0
189,0,11,1307,1307,127,127,0
189,0,12,976,976,105,105,0
189,0,13,1470,1470,127,127,0
189,0,14,-3016,-3016,-17,-17,0
189,0,15,-497,-497,-17,-17,0
189,1,0,-1709,-1709,-100,-100,0
189,1,1,298,298,26,26,0
189,1,2,160,160,17,17,0
189,1,3,295,295,26,26,0
190,0,0,784,784,81,81,0
190,0,1,-1843,-1843,-17,-17,0
190,0,2,-2025,-2025,-17,-17,0
190,0,3,583,583,56,56,0
190,0,4,3296,3296,127,127,0
190,0,5,1104,1104,121,121,0
190,0,6,-2453,-2453,-17,-17,0
190,0,7,500,500,46,46,0
190,0,8,-342,-342,-17,-17,0
190,0,9,-3119,-3119,-17,-17,0
190,0,10,-661,-661,-17,-17,0
190,0,11,2772,2772,127,127,0
190,0,12,2455,2455,127,127,0
190,0,13,98,98,-5,-5,0
190,0,14,-1209,-1209,-17,-17,0
190,0,15,1069,1069,117,117,0
190,1,0,-344,-344,-15,-15,0
190,1,1,1063,1063,74,74,0
190,1,2,195,195,19,19,0
190,1,3,250,250,23,23,0
191,0,0,1641,1641,127,127,0
191,0,1,1778,1778,127,127,0
191,0,2,-500,-500,-17,-17,0
191,0,3,-3738,-3738,-17,-17,0
191,0,4,-2341,-2341,-17,-17,0
191,0,5,871,871,92,92,0
191,0,6,903,903,96,96,0
191,0,7,170,170,4,4,0
191,0,8,3592,3592,127,127,0
191,0,9,654,654,65,65,0
191,0,10,-1789,-1789,-17,-17,0
191,0,11,-3137,-3137,-17,-17,0
191,0,12,-750,-750,-17,-17,0
191,0,13,2687,2687,127,127,0
191,0,14,-101,-101,-17,-17,0
191,0,15,1926,1926,127,127,0
191,1,0,-1998,-1998,-118,-118,0
191,1,1,1156,1156,79,79,0
191,1,2,1021,1021,71,71,0
191,1,3,483,483,37,37,0
192,0,0,266,266,16,16,0
192,0,1,-204,-204,-17,-17,0
192,0,2,511,511,47,47,0
192,0,3,-64,-64,-17,-17,0
192,0,4,1956,1956,127,127,0
192,0,5,-389,-389,-17,-17,0
192,0,6,-2509,-2509,-17,-17,0
192,0,7,-594,-594,-17,-17,0
192,0,8,-764,-764,-17,-17,0
192,0,9,-724,-724,-17,-17,0
192,0,10,951,951,102,102,0
192,0,11,901,901,96,96,0
192,0,12,656,656,65,65,0
192,0,13,1206,1206,127,127,0
192,0,14,-1259,-1259,-17,-17,0
